Unnamed: 0,CSD_code,q,charge,S,mult,MND,nn,oxo_charge,oxo_mult
52254,POLKUW,q,0,S,0,MND,8,,
52255,POLLIL,q,0,S,0,MND,4,,
52256,POLLOR,q,0,S,0,MND,4,,
52257,POLNAF,q,0,S,0,MND,4,,
52258,POLNEJ,q,1,S,0,MND,6,,
52259,POLNEM,q,0,S,0,MND,4,,
52260,POLPEN,q,0,S,0,MND,4,,
52261,POLPIR,q,0,S,0,MND,4,,
52262,POLTUF,q,0,S,0,MND,9,,
52263,POLVAQ,q,0,S,0,MND,6,,
52264,POLVER,q,0,S,0,MND,4,,
52265,POLVEU,q,0,S,0,MND,6,,
52266,POLVUH,q,0,S,0,MND,9,,
52267,POLWES,q,0,S,0,MND,10,,
52268,POLXET,q,0,S,0,MND,4,,
52269,POLXEW,q,0,S,0,MND,5,,
52270,POLYOH,q,0,S,0,MND,6,,
52271,POLYUN,q,0,S,0,MND,6,,
52272,POLZEX,q,0,S,0,MND,4,,
52273,POLZOF,q,0,S,0,MND,8,,
52274,POLZUL,q,0,S,0,MND,7,,
52275,POMBAX,q,1,S,0,MND,6,,
52276,POMDAZ,q,0,S,0,MND,6,,
52277,POMFOM,q,0,S,0,MND,4,,
52278,POMGAZ,q,0,S,0,MND,4,,
52279,POMGEE,q,0,S,0,MND,4,,
52280,POMGII,q,0,S,0,MND,2,,
52281,POMGOO,q,0,S,0,MND,4,,
52282,POMHIJ,q,1,S,0,MND,6,,
52283,POMHIK,q,0,S,0,MND,13,,
52284,POMJAE,q,0,S,0,MND,4,,
52285,POMJEJ,q,0,S,0,MND,5,,
52286,POMJIL,q,0,S,0,MND,6,,
52287,POMJUW,q,0,S,0,MND,8,,
52288,POMJUZ,q,0,S,0,MND,5,,
52289,POMKAE,q,0,S,0,MND,4,,
52290,POMKAG,q,0,S,0,MND,5,,
52291,POMKEI,q,0,S,0,MND,5,,
52292,POMKEJ,q,0,S,0,MND,4,,
52293,POMKIL,q,0,S,0,MND,4,,
52294,POMLAF,q,0,S,0,MND,6,,
52295,POMLEJ,q,0,S,0,MND,6,,
52296,POMLOT,q,0,S,0,MND,6,,
52297,POMLUB,q,0,S,0,MND,6,,
52298,POMMEJ,q,0,S,0,MND,4,,
52299,POMMEL,q,0,S,0,MND,6,,
52300,POMMOV,q,0,S,0,MND,6,,
52301,POMNEK,q,0,S,0,MND,12,,
52302,POMNUA,q,0,S,0,MND,9,,
52303,POMPOX,q,1,S,0,MND,6,,
52304,POMQAK,q,0,S,0,MND,6,,
52305,POMQEO,q,0,S,0,MND,6,,
52306,POMQOX,q,0,S,0,MND,6,,
52307,POMSIU,q,0,S,0,MND,6,,
52308,POMWET,q,0,S,0,MND,5,,
52309,POMZID,q,0,S,0,MND,4,,
52310,POMZUP,q,0,S,0,MND,4,,
52311,PONBID,q,0,S,0,MND,4,,
52312,PONBOO,q,0,S,0,MND,5,,
52313,PONCEA,q,0,S,0,MND,8,,
52314,PONCIE,q,0,S,0,MND,8,,
52315,PONCOK,q,0,S,0,MND,12,,
52316,PONDIF,q,1,S,0,MND,13,,
52317,PONDOL,q,1,S,0,MND,13,,
52318,PONFED,q,0,S,0,MND,10,,
52319,PONJIL,q,0,S,0,MND,8,,
52320,PONJOR,q,1,S,0,MND,9,,
52321,PONLUB,q,1,S,0,MND,6,,
52322,PONNUB,q,1,S,0,MND,3,,
52323,PONQAN,q,0,S,0,MND,6,,
52324,PONQOY,q,0,S,0,MND,4,,
52325,PONYEY,q,0,S,0,MND,6,,
52326,PONYOJ,q,0,S,0,MND,4,,
52327,PONZOH,q,0,S,0,MND,9,,
52328,PONZOK,q,0,S,0,MND,4,,
52329,PONZUQ,q,0,S,0,MND,5,,
52330,POPBAX,q,0,S,0,MND,4,,
52331,POPCEF,q,0,S,0,MND,4,,
52332,POPCUV,q,0,S,0,MND,3,,
52333,POPFIL,q,0,S,0,MND,6,,
52334,POPHOR,q,0,S,0,MND,4,,
52335,POPRUH,q,0,S,0,MND,9,,
52336,POPSAO,q,0,S,0,MND,9,,
52337,POPSES,q,0,S,0,MND,9,,
52338,POPSEV,q,0,S,0,MND,4,,
52339,POPSIZ,q,0,S,0,MND,4,,
52340,POPSUI,q,0,S,0,MND,9,,
52341,POPTOD,q,0,S,0,MND,4,,
52342,POPTUL,q,0,S,0,MND,5,,
52343,POPVAT,q,0,S,0,MND,5,,
52344,POPWEW,q,0,S,0,MND,7,,
52345,POPWIA,q,0,S,0,MND,8,,
52346,POPWOG,q,0,S,0,MND,6,,
52347,POPWUM,q,0,S,0,MND,6,,
52348,POPXUN,q,0,S,0,MND,9,,
52349,POPYEY,q,0,S,0,MND,6,,
52350,POPYUO,q,0,S,0,MND,5,,
52351,POPZEA,q,0,S,0,MND,4,,
52352,POPZIE,q,0,S,0,MND,4,,
52353,POQJEM,q,-1,S,0,MND,4,,
52354,POQJUA,q,0,S,0,MND,4,,
52355,POQKAH,q,0,S,0,MND,4,,
52356,POQKAK,q,0,S,0,MND,6,,
52357,POQKEL,q,0,S,0,MND,6,,
52358,POQKEO,q,0,S,0,MND,5,,
52359,POQKIP,q,0,S,0,MND,4,,
52360,POQKOY,q,0,S,0,MND,6,,
52361,POQNAK,q,1,S,0,MND,6,,
52362,POQPIU,q,0,S,0,MND,6,,
52363,POQQER,q,0,S,0,MND,6,,
52364,POQQIV,q,0,S,0,MND,6,,
52365,POQQOB,q,0,S,0,MND,6,,
52366,POQRAO,q,0,S,0,MND,6,,
52367,POQREV,q,0,S,0,MND,6,,
52368,POQRIZ,q,0,S,0,MND,6,,
52369,POQROF,q,0,S,0,MND,6,,
52370,POQRUL,q,0,S,0,MND,6,,
52371,POQSAP,q,0,S,0,MND,4,,
52372,POQSET,q,0,S,0,MND,5,,
52373,POQSIX,q,0,S,0,MND,5,,
52374,POQSOD,q,0,S,0,MND,5,,
52375,POQSOG,q,1,S,0,MND,6,,
52376,POQTEW,q,1,S,0,MND,2,,
52377,POQTIA,q,0,S,0,MND,6,,
52378,POQTOE,q,0,S,0,MND,5,,
52379,POQTUK,q,0,S,0,MND,7,,
52380,POQWIB,q,0,S,0,MND,4,,
52381,POQWOI,q,0,S,0,MND,6,,
52382,POQZEB,q,0,S,0,MND,5,,
52383,POQZIE,q,0,S,0,MND,4,,
52384,POQZIF,q,0,S,0,MND,5,,
52385,POQZOK,q,0,S,0,MND,4,,
52386,PORBAA,q,0,S,0,MND,4,,
52387,PORBEE,q,0,S,0,MND,4,,
52388,PORBOO,q,0,S,0,MND,4,,
52389,PORCIK,q,0,S,0,MND,4,,
52390,PORGEJ,q,0,S,0,MND,8,,
52391,PORGIN,q,0,S,0,MND,7,,
52392,PORGOS,q,0,S,0,MND,6,,
52393,PORHOU,q,0,S,0,MND,5,,
52394,PORHUA,q,0,S,0,MND,5,,
52395,PORJEL,q,0,S,0,MND,4,,
52396,PORJOW,q,0,S,0,MND,6,,
52397,PORJUC,q,0,S,0,MND,6,,
52398,PORKAJ,q,0,S,0,MND,6,,
52399,PORKIQ,q,0,S,0,MND,6,,
52400,PORKOZ,q,1,S,0,MND,6,,
52401,PORKUD,q,0,S,0,MND,6,,
52402,PORKUF,q,1,S,0,MND,6,,
52403,PORLAK,q,0,S,0,MND,6,,
52404,PORLEO,q,0,S,0,MND,6,,
52405,PORLOY,q,0,S,0,MND,4,,
52406,PORLUE,q,0,S,0,MND,4,,
52407,PORMAK,q,0,S,0,MND,9,,
52408,PORMUF,q,0,S,0,MND,2,,
52409,PORNAM,q,0,S,0,MND,2,,
52410,PORNEQ,q,0,S,0,MND,4,,
52411,PORNIU,q,0,S,0,MND,4,,
52412,PORNOA,q,0,S,0,MND,4,,
52413,PORNOC,q,0,S,0,MND,5,,
52414,PORNUG,q,0,S,0,MND,4,,
52415,PORNUI,q,0,S,0,MND,5,,
52416,PORPAO,q,0,S,0,MND,4,,
52417,PORPES,q,0,S,0,MND,4,,
52418,PORRET,q,1,S,0,MND,4,,
52419,PORSEU,q,0,S,0,MND,9,,
52420,PORTOH,q,0,S,0,MND,6,,
52421,PORWID,q,0,S,0,MND,6,,
52422,PORXAX,q,0,S,0,MND,6,,
52423,PORXEZ,q,1,S,0,MND,9,,
52424,PORYOK,q,0,S,0,MND,2,,
52425,PORZOO,q,0,S,0,MND,4,,
52426,PORZUU,q,1,S,0,MND,6,,
52427,POSBOP,q,0,S,0,MND,6,,
52428,POSBUX,q,0,S,0,MND,4,,
52429,POSCEI,q,0,S,0,MND,12,,
52430,POSCOQ,q,0,S,0,MND,2,,
52431,POSDAD,q,0,S,0,MND,4,,
52432,POSFEJ,q,0,S,0,MND,6,,
52433,POSFIN,q,1,S,0,MND,6,,
52434,POSFOT,q,0,S,0,MND,6,,
52435,POSFUZ,q,0,S,0,MND,6,,
52436,POSGUA,q,0,S,0,MND,8,,
52437,POSHAH,q,0,S,0,MND,9,,
52438,POSHEL,q,0,S,0,MND,8,,
52439,POSHUB,q,0,S,0,MND,8,,
52440,POSLER,q,0,S,0,MND,4,,
52441,POSLIV,q,0,S,0,MND,4,,
52442,POSMAN,q,-1,S,0,MND,5,,
52443,POSMAO,q,0,S,0,MND,4,,
52444,POSMIW,q,0,S,0,MND,6,,
52445,POSNIW,q,0,S,0,MND,6,,
52446,POSPIZ,q,0,S,0,MND,7,,
52447,POSQAQ,q,0,S,0,MND,12,,
52448,POSQOF,q,0,S,0,MND,6,,
52449,POSRAQ,q,0,S,0,MND,6,,
52450,POSTAT,q,0,S,0,MND,5,,
52451,POSVEY,q,0,S,0,MND,6,,
52452,POSVIC,q,0,S,0,MND,5,,
52453,POSVUO,q,0,S,0,MND,8,,
52454,POSWUQ,q,0,S,0,MND,6,,
52455,POSXEB,q,1,S,0,MND,8,,
52456,POSXIF,q,1,S,0,MND,8,,
52457,POSZAY,q,0,S,0,MND,4,,
52458,POSZEC,q,0,S,0,MND,4,,
52459,POTCDR,q,0,S,0,MND,6,,
52460,POTGEK,q,1,S,0,MND,6,,
52461,POTGIP,q,0,S,0,MND,4,,
52462,POTHAH,q,1,S,0,MND,6,,
52463,POTKOZ,q,0,S,0,MND,5,,
52464,POTLAM,q,0,S,0,MND,5,,
52465,POTLEQ,q,0,S,0,MND,5,,
52466,POTLIU,q,0,S,0,MND,5,,
52467,POTLOA,q,1,S,0,MND,5,,
52468,POTMOD,q,0,S,0,MND,4,,
52469,POTMUJ,q,0,S,0,MND,4,,
52470,POTNAQ,q,0,S,0,MND,4,,
52471,POTNEU,q,0,S,0,MND,12,,
52472,POTTAT,q,0,S,0,MND,6,,
52473,POTVAY,q,0,S,0,MND,12,,
52474,POTVID,q,0,S,0,MND,9,,
52475,POTVOJ,q,0,S,0,MND,9,,
52476,POTVOL,q,0,S,0,MND,5,,
52477,POTVUP,q,0,S,0,MND,9,,
52478,POTWAY,q,0,S,0,MND,5,,
52479,POTXIF,q,0,S,0,MND,4,,
52480,POTYEC,q,0,S,0,MND,6,,
52481,POVBUA,q,0,S,0,MND,6,,
52482,POVCIM,q,0,S,0,MND,4,,
52483,POVGUD,q,1,S,0,MND,4,,
52484,POVHUE,q,0,S,0,MND,4,,
52485,POVLIW,q,0,S,0,MND,13,,
52486,POVLOC,q,0,S,0,MND,12,,
52487,POVLUI,q,1,S,0,MND,4,,
52488,POVMOD,q,1,S,0,MND,7,,
52489,POVMUJ,q,1,S,0,MND,7,,
52490,POVNAQ,q,0,S,0,MND,7,,
52491,POVNOE,q,0,S,0,MND,7,,
52492,POVPEW,q,0,S,0,MND,5,,
52493,POVPIA,q,0,S,0,MND,5,,
52494,POVPOG,q,0,S,0,MND,5,,
52495,POVPUM,q,0,S,0,MND,6,,
52496,POVQAT,q,0,S,0,MND,6,,
52497,POVQIB,q,0,S,0,MND,6,,
52498,POVQOH,q,0,S,0,MND,6,,
52499,POVQUN,q,0,S,0,MND,6,,
52500,POVQUP,q,0,S,0,MND,6,,
52501,POVRAW,q,0,S,0,MND,6,,
52502,POVREA,q,0,S,0,MND,6,,
52503,POVVAZ,q,0,S,0,MND,6,,
52504,POWCAF,q,1,S,0,MND,6,,
52505,POWCEJ,q,1,S,0,MND,6,,
52506,POWDAG,q,0,S,0,MND,6,,
52507,POWDIR,q,0,S,0,MND,6,,
52508,POWDOV,q,0,S,0,MND,5,,
52509,POWFEN,q,0,S,0,MND,4,,
52510,POWFEP,q,0,S,0,MND,6,,
52511,POWFOW,q,0,S,0,MND,6,,
52512,POWFUF,q,0,S,0,MND,6,,
52513,POWGAM,q,0,S,0,MND,6,,
52514,POWGOX,q,0,S,0,MND,4,,
52515,POWGUE,q,0,S,0,MND,2,,
52516,POWJIU,q,1,S,0,MND,4,,
52517,POWJIV,q,0,S,0,MND,6,,
52518,POWJOB,q,0,S,0,MND,6,,
52519,POWKAP,q,0,S,0,MND,6,,
52520,POWKET,q,0,S,0,MND,6,,
52521,POWNIB,q,0,S,0,MND,4,,
52522,POWPIA,q,0,S,0,MND,4,,
52523,POWQOI,q,0,S,0,MND,6,,
52524,POWQUO,q,0,S,0,MND,4,,
52525,POWTUQ,q,1,S,0,MND,9,,
52526,POWVAY,q,1,S,0,MND,9,,
52527,POWVEC,q,0,S,0,MND,12,,
52528,POWVIG,q,0,S,0,MND,11,,
52529,POWVON,q,0,S,0,MND,6,,
52530,POWXOO,q,0,S,0,MND,6,,
52531,POWXUU,q,-1,S,0,MND,6,,
52532,POWYAB,q,-1,S,0,MND,6,,
52533,POWYEF,q,1,S,0,MND,8,,
52534,POWYIJ,q,0,S,0,MND,8,,
52535,POXCIR,q,0,S,0,MND,4,,
52536,POXCOX,q,0,S,0,MND,4,,
52537,POXDIS,q,0,S,0,MND,4,,
52538,POXDUC,q,0,S,0,MND,6,,
52539,POXFAK,q,0,S,0,MND,2,,
52540,POXGEP,q,0,S,0,MND,6,,
52541,POXGIV,q,0,S,0,MND,6,,
52542,POXGUF,q,0,S,0,MND,4,,
52543,POXKES,q,1,S,0,MND,6,,
52544,POXLAS,q,0,S,0,MND,4,,
52545,POXMOE,q,1,S,0,MND,6,,
52546,POXPUO,q,0,S,0,MND,5,,
52547,POXQAV,q,0,S,0,MND,6,,
52548,POXQAW,q,0,S,0,MND,8,,
52549,POXQAX,q,0,S,0,MND,2,,
52550,POXQEA,q,1,S,0,MND,8,,
52551,POXQEB,q,0,S,0,MND,5,,
52552,POXRAW,q,0,S,0,MND,4,,
52553,POXREC,q,1,S,0,MND,4,,
52554,POXRIE,q,0,S,0,MND,4,,
52555,POXSUR,q,0,S,0,MND,4,,
52556,POXVOO,q,0,S,0,MND,6,,
52557,POXVUU,q,0,S,0,MND,6,,
52558,POXXIM,q,0,S,0,MND,4,,
52559,POXXOS,q,0,S,0,MND,6,,
52560,POYFAK,q,0,S,0,MND,8,,
52561,POYFEO,q,0,S,0,MND,7,,
52562,POYFEP,q,0,S,0,MND,6,,
52563,POYFIS,q,0,S,0,MND,7,,
52564,POYFIT,q,0,S,0,MND,6,,
52565,POYFUF,q,0,S,0,MND,6,,
52566,POYGEQ,q,0,S,0,MND,4,,
52567,POYHEQ,q,0,S,0,MND,11,,
52568,POYHIV,q,1,S,0,MND,4,,
52569,POYHOA,q,0,S,0,MND,11,,
52570,POYHOB,q,1,S,0,MND,4,,
52571,POYHUH,q,0,S,0,MND,4,,
52572,POYJIX,q,0,S,0,MND,4,,
52573,POYJOD,q,0,S,0,MND,4,,
52574,POYJUJ,q,0,S,0,MND,5,,
52575,POYKAQ,q,0,S,0,MND,5,,
52576,POYMAS,q,0,S,0,MND,6,,
52577,POYPIC,q,0,S,0,MND,5,,
52578,POYQEA,q,0,S,0,MND,4,,
52579,POYQEB,q,0,S,0,MND,4,,
52580,POYQOL,q,0,S,0,MND,4,,
52581,POYRAY,q,0,S,0,MND,4,,
52582,POYRIG,q,0,S,0,MND,4,,
52583,POYRUQ,q,0,S,0,MND,6,,
52584,POYRUS,q,0,S,0,MND,4,,
52585,POYSAX,q,0,S,0,MND,6,,
52586,POYSED,q,0,S,0,MND,4,,
52587,POYTAY,q,0,S,0,MND,4,,
52588,POYZAF,q,0,S,0,MND,8,,
52589,POZDIR,q,1,S,0,MND,4,,
52590,POZHIW,q,0,S,0,MND,6,,
52591,POZHUH,q,-1,S,0,MND,6,,
52592,POZJUK,q,0,S,0,MND,7,,
52593,POZKIA,q,1,S,0,MND,6,,
52594,POZMEW,q,0,S,0,MND,12,,
52595,POZMIA,q,0,S,0,MND,12,,
52596,POZMOG,q,0,S,0,MND,12,,
52597,POZMUM,q,0,S,0,MND,12,,
52598,POZNAT,q,0,S,0,MND,12,,
52599,POZNIC,q,1,S,0,MND,5,,
52600,POZNOI,q,1,S,0,MND,5,,
52601,POZPAX,q,0,S,0,MND,6,,
52602,POZPEA,q,0,S,0,MND,5,,
52603,POZPIF,q,0,S,0,MND,6,,
52604,POZPOK,q,0,S,0,MND,5,,
52605,POZPUR,q,0,S,0,MND,6,,
52606,POZQOK,q,1,S,0,MND,6,,
52607,POZRIF,q,0,S,0,MND,6,,
52608,POZROL,q,0,S,0,MND,6,,
52609,POZSIG,q,0,S,0,MND,12,,
52610,POZSII,q,0,S,0,MND,6,,
52611,POZSUU,q,0,S,0,MND,6,,
52612,POZTED,q,0,S,0,MND,7,,
52613,POZVAC,q,0,S,0,MND,9,,
52614,POZVEG,q,0,S,0,MND,9,,
52615,POZVIK,q,0,S,0,MND,4,,
52616,POZVUW,q,0,S,0,MND,4,,
52617,POZXEI,q,0,S,0,MND,10,,
52618,POZYUA,q,0,S,0,MND,3,,
52619,POZZAF,q,0,S,0,MND,6,,
52620,POZZEJ,q,0,S,0,MND,6,,
52621,POZZOT,q,0,S,0,MND,6,,
52622,POZZOV,q,1,S,0,MND,4,,
52623,POZZUZ,q,0,S,0,MND,6,,
52624,PPMACU,q,0,S,0,MND,5,,
52625,PPOLRH,q,0,S,0,MND,5,,
52626,PPRDXC,q,0,S,0,MND,6,,
52627,PPTCFE,q,0,S,0,MND,5,,
52628,PPZBNI,q,0,S,0,MND,4,,
52629,PRABZN,q,0,S,0,MND,6,,
52630,PRAMNI,q,0,S,0,MND,4,,
52631,PRBXPD,q,1,S,0,MND,4,,
52632,PRNCOW,q,0,S,0,MND,7,,
52633,PRNFEA,q,0,S,0,MND,7,,
52634,PRNFEB,q,0,S,0,MND,7,,
52635,PROLPT,q,0,S,0,MND,4,,
52636,PROPTC,q,0,S,0,MND,5,,
52637,PRPHZN,q,0,S,0,MND,5,,
52638,PRZBAG,q,0,S,0,MND,3,,
52639,PSEPNI,q,0,S,0,MND,4,,
52640,PSEPNJ,q,0,S,0,MND,4,,
52641,PSICRE,q,0,S,0,MND,9,,
52642,PSICRF,q,0,S,0,MND,6,,
52643,PSRHCP,q,0,S,0,MND,8,,
52644,PTAZRU,q,0,S,0,MND,6,,
52645,PTOLZN,q,0,S,0,MND,4,,
52646,PTPIRH,q,0,S,0,MND,6,,
52647,PTPNIP,q,0,S,0,MND,6,,
52648,PUBFUP,q,0,S,0,MND,6,,
52649,PUBJUR,q,0,S,0,MND,4,,
52650,PUBJUS,q,0,S,0,MND,5,,
52651,PUBKAY,q,0,S,0,MND,4,,
52652,PUBKAZ,q,0,S,0,MND,6,,
52653,PUBKIH,q,0,S,0,MND,4,,
52654,PUBKUT,q,0,S,0,MND,4,,
52655,PUBMEF,q,1,S,0,MND,3,,
52656,PUBMIJ,q,1,S,0,MND,3,,
52657,PUBNOQ,q,1,S,0,MND,6,,
52658,PUBQAE,q,1,S,0,MND,4,,
52659,PUBQIN,q,0,S,0,MND,11,,
52660,PUBREK,q,0,S,0,MND,13,,
52661,PUBRIO,q,0,S,0,MND,13,,
52662,PUBSEK,q,0,S,0,MND,12,,
52663,PUBSIO,q,0,S,0,MND,12,,
52664,PUBSOU,q,0,S,0,MND,12,,
52665,PUBTUB,q,0,S,0,MND,8,,
52666,PUBVAJ,q,0,S,0,MND,8,,
52667,PUBVIS,q,0,S,0,MND,6,,
52668,PUBVOY,q,0,S,0,MND,6,,
52669,PUBXUG,q,0,S,0,MND,4,,
52670,PUBYUG,q,0,S,0,MND,9,,
52671,PUBZER,q,0,S,0,MND,10,,
52672,PUCBEU,q,0,S,0,MND,9,,
52673,PUCDEW,q,0,S,0,MND,2,,
52674,PUCFEY,q,0,S,0,MND,4,,
52675,PUCFUO,q,0,S,0,MND,4,,
52676,PUCFUQ,q,0,S,0,MND,7,,
52677,PUCHOL,q,0,S,0,MND,3,,
52678,PUCKAB,q,0,S,0,MND,5,,
52679,PUCKIJ,q,0,S,0,MND,4,,
52680,PUCLUW,q,0,S,0,MND,4,,
52681,PUCMOP,q,0,S,0,MND,13,,
52682,PUCMOR,q,0,S,0,MND,6,,
52683,PUCMUW,q,1,S,0,MND,6,,
52684,PUCPEI,q,0,S,0,MND,6,,
52685,PUCPIM,q,0,S,0,MND,6,,
52686,PUCPOS,q,0,S,0,MND,6,,
52687,PUCREM,q,0,S,0,MND,4,,
52688,PUCSAI,q,0,S,0,MND,4,,
52689,PUCVUF,q,-1,S,0,MND,10,,
52690,PUCWAM,q,-1,S,0,MND,10,,
52691,PUCWEQ,q,-1,S,0,MND,10,,
52692,PUCWIU,q,0,S,0,MND,4,,
52693,PUCWOA,q,0,S,0,MND,4,,
52694,PUCXUI,q,0,S,0,MND,4,,
52695,PUCYAP,q,0,S,0,MND,6,,
52696,PUCYET,q,-1,S,0,MND,5,,
52697,PUCYOD,q,0,S,0,MND,6,,
52698,PUCYUI,q,0,S,0,MND,6,,
52699,PUCZAP,q,0,S,0,MND,4,,
52700,PUCZAQ,q,0,S,0,MND,6,,
52701,PUCZIX,q,0,S,0,MND,9,,
52702,PUDBAR,q,0,S,0,MND,2,,
52703,PUDDID,q,0,S,0,MND,5,,
52704,PUDDUO,q,0,S,0,MND,6,,
52705,PUDJOO,q,0,S,0,MND,4,,
52706,PUDJUU,q,1,S,0,MND,6,,
52707,PUDKAB,q,1,S,0,MND,6,,
52708,PUDLUW,q,0,S,0,MND,4,,
52709,PUDMAD,q,0,S,0,MND,4,,
52710,PUDMEH,q,0,S,0,MND,4,,
52711,PUDNAE,q,0,S,0,MND,5,,
52712,PUDNOR,q,0,S,0,MND,6,,
52713,PUDPAF,q,0,S,0,MND,5,,
52714,PUDPOU,q,0,S,0,MND,6,,
52715,PUDVIV,q,0,S,0,MND,6,,
52716,PUDVUH,q,0,S,0,MND,6,,
52717,PUDWES,q,0,S,0,MND,6,,
52718,PUDWOC,q,0,S,0,MND,6,,
52719,PUDYET,q,1,S,0,MND,6,,
52720,PUDYOD,q,0,S,0,MND,4,,
52721,PUFHIH,q,0,S,0,MND,7,,
52722,PUFLIL,q,0,S,0,MND,4,,
52723,PUFLOR,q,1,S,0,MND,11,,
52724,PUFLUX,q,0,S,0,MND,10,,
52725,PUFMIM,q,0,S,0,MND,2,,
52726,PUFPIP,q,0,S,0,MND,6,,
52727,PUFPOV,q,0,S,0,MND,6,,
52728,PUFQEM,q,0,S,0,MND,4,,
52729,PUFQEO,q,0,S,0,MND,5,,
52730,PUFQIQ,q,0,S,0,MND,4,,
52731,PUFQOW,q,0,S,0,MND,4,,
52732,PUFQUC,q,0,S,0,MND,4,,
52733,PUFVES,q,1,S,0,MND,6,,
52734,PUFVUI,q,0,S,0,MND,2,,
52735,PUFWOD,q,0,S,0,MND,4,,
52736,PUFXUK,q,0,S,0,MND,6,,
52737,PUFYAR,q,0,S,0,MND,5,,
52738,PUFZEW,q,0,S,0,MND,4,,
52739,PUGBAV,q,0,S,0,MND,2,,
52740,PUGLIO,q,0,S,0,MND,6,,
52741,PUGLOS,q,1,S,0,MND,8,,
52742,PUGVOC,q,0,S,0,MND,4,,
52743,PUGWIX,q,0,S,0,MND,5,,
52744,PUGWOD,q,0,S,0,MND,6,,
52745,PUGWUL,q,1,S,0,MND,8,,
52746,PUGXOE,q,0,S,0,MND,5,,
52747,PUGXOG,q,0,S,0,MND,4,,
52748,PUGYIZ,q,0,S,0,MND,9,,
52749,PUGYOF,q,0,S,0,MND,9,,
52750,PUHBAV,q,0,S,0,MND,12,,
52751,PUHBEZ,q,0,S,0,MND,12,,
52752,PUHBID,q,0,S,0,MND,9,,
52753,PUHDIF,q,0,S,0,MND,6,,
52754,PUHFAB,q,0,S,0,MND,6,,
52755,PUHFIJ,q,0,S,0,MND,4,,
52756,PUHFUV,q,0,S,0,MND,4,,
52757,PUHGUU,q,0,S,0,MND,6,,
52758,PUHJUZ,q,0,S,0,MND,6,,
52759,PUHKEK,q,0,S,0,MND,6,,
52760,PUHKIM,q,1,S,0,MND,4,,
52761,PUHLAG,q,0,S,0,MND,6,,
52762,PUHLUA,q,0,S,0,MND,6,,
52763,PUHMIO,q,0,S,0,MND,12,,
52764,PUHMIP,q,0,S,0,MND,4,,
52765,PUHNEM,q,1,S,0,MND,3,,
52766,PUHNUB,q,1,S,0,MND,8,,
52767,PUHPAJ,q,1,S,0,MND,6,,
52768,PUHQIS,q,0,S,0,MND,7,,
52769,PUHTOC,q,1,S,0,MND,6,,
52770,PUHVET,q,0,S,0,MND,6,,
52771,PUHVIY,q,0,S,0,MND,4,,
52772,PUHVOF,q,0,S,0,MND,6,,
52773,PUHWEU,q,0,S,0,MND,6,,
52774,PUHWIY,q,0,S,0,MND,7,,
52775,PUHWOE,q,0,S,0,MND,4,,
52776,PUHWUK,q,0,S,0,MND,8,,
52777,PUHWUL,q,1,S,0,MND,6,,
52778,PUHXAR,q,0,S,0,MND,12,,
52779,PUHXAT,q,0,S,0,MND,3,,
52780,PUHXEW,q,0,S,0,MND,9,,
52781,PUHXUM,q,0,S,0,MND,6,,
52782,PUHYIA,q,0,S,0,MND,7,,
52783,PUJBIF,q,0,S,0,MND,12,,
52784,PUJBOL,q,0,S,0,MND,6,,
52785,PUJCAY,q,1,S,0,MND,9,,
52786,PUJFUV,q,0,S,0,MND,8,,
52787,PUJGIK,q,-1,S,0,MND,4,,
52788,PUJGOQ,q,0,S,0,MND,7,,
52789,PUJGUY,q,0,S,0,MND,3,,
52790,PUJLUB,q,0,S,0,MND,9,,
52791,PUJMAI,q,0,S,0,MND,9,,
52792,PUJMAK,q,1,S,0,MND,6,,
52793,PUJMEO,q,0,S,0,MND,8,,
52794,PUJMIS,q,0,S,0,MND,8,,
52795,PUJMOY,q,0,S,0,MND,8,,
52796,PUJNAJ,q,0,S,0,MND,4,,
52797,PUJNEP,q,0,S,0,MND,8,,
52798,PUJNIR,q,1,S,0,MND,4,,
52799,PUJNIT,q,0,S,0,MND,8,,
52800,PUJNOZ,q,0,S,0,MND,8,,
52801,PUJPEP,q,0,S,0,MND,2,,
52802,PUJPOZ,q,0,S,0,MND,6,,
52803,PUJPUF,q,0,S,0,MND,6,,
52804,PUJRET,q,0,S,0,MND,5,,
52805,PUJSAO,q,0,S,0,MND,4,,
52806,PUJSOC,q,1,S,0,MND,4,,
52807,PUJSOE,q,0,S,0,MND,5,,
52808,PUJTOD,q,0,S,0,MND,6,,
52809,PUJVEX,q,0,S,0,MND,4,,
52810,PUJVUL,q,0,S,0,MND,9,,
52811,PUJWAS,q,0,S,0,MND,9,,
52812,PUJWIA,q,1,S,0,MND,8,,
52813,PUJWOG,q,1,S,0,MND,8,,
52814,PUJWUM,q,1,S,0,MND,8,,
52815,PUJYEA,q,0,S,0,MND,9,,
52816,PUJYEY,q,0,S,0,MND,5,,
52817,PUJYIC,q,1,S,0,MND,8,,
52818,PUJYIE,q,0,S,0,MND,9,,
52819,PUJYOI,q,1,S,0,MND,8,,
52820,PUJZAX,q,0,S,0,MND,4,,
52821,PUKCAB,q,1,S,0,MND,6,,
52822,PUKHIO,q,0,S,0,MND,4,,
52823,PUKLUE,q,0,S,0,MND,6,,
52824,PUKMAL,q,1,S,0,MND,5,,
